pathway	pval	padj	log2err	ES	NES	size	leadingEdge	signedlogp	NAME
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	0.077857969	0.211725854	0.287805131	0.472161716	1.398226229	23	PTPN11,JAK1,IL6ST,DUSP10,MAP2K1,DUSP9,DUSP8,DUSP16,MAPK1	1.108696931	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION
REACTOME_INTERLEUKIN_1_SIGNALING	0.078283162	0.21263724	0.287805131	0.308850938	1.219745008	99	TAB3,PSME3,PSMD12,PELI1,TAB2,PSMD11,PSME4,IL1RAP,TRAF6,APP,RIPK2,PSMD3,CHUK,FBXW11	1.10633164	REACTOME_INTERLEUKIN_1_SIGNALING
GOBP_COPII_COATED_VESICLE_CARGO_LOADING	0.078313253	0.212637441	0.28201335	0.534784789	1.415680887	15	MIA3,TBC1D20,SEC24B,SEC24A,SEC31A,SEC23B,SEC23A,SEC24D,SEC24C,RAB1A	1.106164736	GOBP_COPII_COATED_VESICLE_CARGO_LOADING
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	0.078917546	0.213786576	0.287805131	0.447829108	1.401094656	29	CCT6A,TCP1,BRCA2,TNKS2,GNL3L,ATR,ATRX,TERF1,CCT2,ZNF827,CCT5,TNKS	1.102826428	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION
WP_LIPID_METABOLISM_PATHWAY	0.079627938	0.215381562	0.287805131	0.47225245	1.454183163	27	ACACA,PRKAA1,FASN,PRKAR1A,PRKAA2,ABHD5,ACLY,AKT2,PRKAR2A	1.098934531	WP_LIPID_METABOLISM_PATHWAY
PID_INSULIN_PATHWAY	0.079957301	0.216057949	0.287805131	0.390901789	1.307305117	43	PTPN11,PIK3CA,RPS6KB1,PDPK1,CBL,EXOC5,NCK1,SOS1,PRKCZ,AKT2,SHC1,PTPN1,PRKCI,IRS1,TRIP10,EXOC7,SORBS1,CRK	1.097141876	PID_INSULIN_PATHWAY
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY	0.079957301	0.216057949	0.287805131	0.391417935	1.309031279	43	MAP3K9,PLEC,TMPO,KIF5B,SUN1,SOS2,KRAS,SMAD3,YY1AP1,LEMD3,SOS1,NRAS,MAP2K1,SYNE2,ADCY6,ADCY9	1.097141876	WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY
GOCC_PRERIBOSOME	0.080589465	0.217423175	0.287805131	0.329893234	1.232521485	70	RIOK3,PRKDC,HEATR1,RRP1B,LTV1,KRR1,TSR1,NOP9,BMS1,UTP20,RRP15,NOL6,SRFBP1,UTP14C,WDR3,NOP14,MPHOSPH10	1.09372173	GOCC_PRERIBOSOME
GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE	0.080613245	0.217423175	0.287805131	0.489067299	1.410192758	20	DLG1,OPHN1,PCLO,SHANK2,CTBP2	1.093593599	GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.081005837	0.21802635	0.287805131	0.407436273	1.339240638	39	PTPN11,LSM14A,YTHDF3,ADAR,YTHDF2,CNOT7,MAVS,DCST1,TBK1,UBE2K,TRIM6,HSP90AB1,PTPN1	1.091483684	GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	0.081315826	0.218636977	0.287805131	0.428205646	1.348288785	30	DTL,DCAF17,DCAF5,DDA1,DCAF10,CUL4A,AMBRA1,DCAF13,DDB1,DCAF16,DCAF12,DCAF7,TRPC4AP,CDKN1B,DCAF12L2	1.089824921	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX
GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION	0.081325301	0.218636977	0.276500599	0.53238673	1.40933275	15	SMC5,BRCA2,ERCC4,RAD51,SMC6,XRCC3,RAD50	1.08977432	GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION
GOBP_MAINTENANCE_OF_CELL_POLARITY	0.081433225	0.218761079	0.287857117	0.51404138	1.414928153	18	GSK3B,DLG5,PDCD6IP,LHX2,SLC9A1	1.089198367	GOBP_MAINTENANCE_OF_CELL_POLARITY
GOBP_NUCLEOSOME_MOBILIZATION	0.081776141	0.219440459	0.287805131	0.497202055	1.443974282	21	BPTF,SMARCA5,UCHL5,ARID1A,YY1,ACTL6A,INO80,CHRAC1,NFRKB	1.087373387	GOBP_NUCLEOSOME_MOBILIZATION
PID_AURORA_B_PATHWAY	0.082601452	0.221395643	0.287805131	0.409235522	1.343585963	37	KIF23,NSUN2,INCENP,SMC4,NCAPH,CDCA8,BUB1,KLHL13,SMC2,AURKA,NCAPD2,KIF2C,NCL,NPM1,KIF20A,NDC80	1.083012319	PID_AURORA_B_PATHWAY
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	0.083067093	0.222475344	0.28201335	0.518621	1.37553959	16	ASPM,E2F7,CHMP4C,ORC6,E2F8,BLM	1.08057099	GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION
REACTOME_PTEN_REGULATION	0.08327532	0.222948739	0.287805131	0.285844052	1.1916296	135	PSME3,PHC3,PSMD12,SUZ12,CHD4,CBX4,MTOR,AGO2,PSMD11,PSME4,CSNK2A1,TNKS2,FRK,GATAD2B,PSMD3,RCOR1,RRAGC,OTUD3,EZH2,USP7,HDAC2,BMI1,PSMD2,RNF2,MTA3,AKT2,REST,PSMD5,GATAD2A,RPTOR,SCMH1,NEDD4,RHEB,TNRC6B,PHC1,EED,MAPK1,PSMD14,PSMC6,ATN1,AGO3,TNKS,HDAC1,RRAGD	1.079483692	REACTOME_PTEN_REGULATION
REACTOME_RHOJ_GTPASE_CYCLE	0.083526181	0.223535876	0.287805131	0.36580084	1.296206927	54	CDC42BPB,DIAPH3,OPHN1,TRIO,IQGAP3,ARHGAP5,ARHGAP21,TMPO,WASL,WIPF2,ARHGAP35,DEPDC1B,PAK4,TFRC,OCRL,SCRIB,MPP7,CDC42BPA,ARHGAP32,SNAP23,PAK2,FNBP1L,VANGL1	1.078177376	REACTOME_RHOJ_GTPASE_CYCLE
GOCC_COPII_VESICLE_COAT	0.084337349	0.2251963	0.271288555	0.529622927	1.402016419	15	SEC24B,TMED7,SEC24A,SEC31A,SEC23B,KLHL12,SEC23A,SEC24D,SAR1B,SEC24C	1.073980052	GOCC_COPII_VESICLE_COAT
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	0.084749422	0.226071737	0.287805131	0.282601117	1.188653151	137	PAX6,AMOTL2,OPHN1,CYP26B1,GPSM2,GSK3B,ARHGEF11,GBF1,RAB11FIP2,SIPA1L3,MAD2L1,WWC1,GOLPH3,ROCK2,ARFGEF1,PTK2,WEE1,RICTOR,MARK2,TRAF3IP2,ROCK1,DOCK7,SAPCD2,PARD3B,FBXW11,PARD3,KIF20B,LLGL1,TTC8,BRSK2,RUFY3,PRKCZ,LLGL2,KRIT1,PLK1,SCRIB,MPP7,SPDL1,ZW10,EZR,CYTH3,NDEL1,SHTN1,NDC80,CAMSAP3,HTT,CLASP1	1.071863257	GOBP_ESTABLISHMENT_OF_CELL_POLARITY
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III	0.084792858	0.226071737	0.287805131	0.370054107	1.296248409	52	CHD8,GTF3C4,ICE1,BAZ1B,MTOR,SMARCA5,DHX36,DDX21,GTF3C2,POLR3F,BDP1,MYBBP1A,GTF3C3,SNAPC4,RPTOR,ZNF143,SF3B1,GTF3C1	1.071640727	GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	0.08490566	0.226287321	0.276500599	0.515994635	1.397657512	17	XDH,GDA,GMPS,PPAT	1.071063356	GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	0.085829914	0.228321108	0.287805131	0.434114833	1.381102637	31	ABCA12,TRIM16,GRHL1,MED1,ROCK2,ROCK1,MSX2,NCOA3,CYP27B1,FOXC1,TP63,ERRFI1,GRHL2,NUMA1	1.066361323	GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION
KEGG_ENDOMETRIAL_CANCER	0.086217915	0.229095164	0.287805131	0.369290333	1.293573016	52	EGFR,EGF,PIK3CA,GSK3B,PDPK1,RAF1,APC,SOS2,KRAS,BRAF,SOS1,AKT2,ERBB2,NRAS,MAP2K1	1.064402485	KEGG_ENDOMETRIAL_CANCER
GOBP_MRNA_TRANSCRIPTION	0.086763949	0.230200681	0.287805131	0.393206292	1.321476289	41	TAF4,EREG,DDX5,MED1,TAF2,TAF13,NCOA1,NCBP1,THRB,TAF7,STAT3,TAF1,HIPK3,EPAS1,TAF4B,NCBP2,ATF2	1.061660688	GOBP_MRNA_TRANSCRIPTION
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	0.087218165	0.231094578	0.287805131	0.328189779	1.226157169	70	OPHN1,SVIP,RGP1,WAC,UCHL5,CSNK2A1,BAG5,USP14,HIPK2,LAMP3,TLK2,DAB2IP,USP7,USP25,AQP11,SMARCC1,TAF1	1.059393055	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE	0.087925967	0.232384484	0.287805131	0.370472538	1.270430337	46	DLG1,STX3,KIF5B,KIF3B,DAG1,GRIP1,GPHN,RELN,ADAM10,PRKCZ,ARHGAP44,SCRIB,CACNG4	1.055882849	GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE
BIOCARTA_MAL_PATHWAY	0.087947883	0.232384484	0.276500599	0.505810794	1.392272994	18	DIAPH1,RAF1,ROCK1,MAP2K1,MAL,ACTA1,MAP4K2,MAP3K1,MAPK1	1.055774611	BIOCARTA_MAL_PATHWAY
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	0.089285714	0.235217553	0.287857117	0.464007614	1.374079248	23	TPR,CHMP4C,PDCD6IP,VPS4B,CEP97,CHMP2B,KIF15,PLK1,CCSAP,HNRNPU	1.049218023	GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT	0.089992128	0.236381109	0.287805131	0.468053315	1.421990135	25	RDX,MAP2,PTPN23,DNAJC13,USP7,MTMR2,MAP2K1,RAB21,ATP9A,EZR,MAPK1,ARFIP1	1.045795481	GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	0.090920886	0.238372892	0.287805131	0.405461384	1.331194861	37	SMG8,SMG1,SMG5,SMG7,NCBP1,HELZ2,EXOSC10,CASC3,ETF1,GSPT1,RNPS1,NCBP2,HNRNPAB	1.041336342	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY
WP_GASTRIC_CANCER_NETWORK_1	0.091069865	0.238498677	0.287805131	0.490124684	1.471722709	24	MCM4,TPX2,LIN9,E2F7,MYBL2,APC,CENPF,ECT2,CEP192,ACTL6A,TOP2A,KIF20B,RNF216,AURKA,NUP107,KIF15,S100P	1.040625308	WP_GASTRIC_CANCER_NETWORK_1
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME	0.091205212	0.238705458	0.271288555	0.50327836	1.385302326	18	GPR75,FAN1,CREBBP,FANCD2,GOLGA8R,KLF13,GOLGA8O,KAT2B,GOLGA8H	1.039980344	WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	0.091216216	0.238705458	0.276500599	0.464379494	1.348650995	21	PIK3CA,SPTAN1,WASL,CD2AP,SPTBN1,ACTN4,NCK1,IQGAP1,ACTN1	1.039927947	REACTOME_NEPHRIN_FAMILY_INTERACTIONS
BIOCARTA_IGF1MTOR_PATHWAY	0.091803279	0.239975803	0.271288555	0.488645196	1.375761987	19	PIK3CA,GSK3B,RPS6KB1,MTOR,PDPK1,INPPL1,EIF4E,EIF2S1,EIF2S2	1.037141808	BIOCARTA_IGF1MTOR_PATHWAY
GOCC_DNA_POLYMERASE_COMPLEX	0.091803279	0.239975803	0.271288555	0.491354548	1.383390066	19	POLE,REV3L,POLD3,CHRAC1,POLE2,POLA1,PRIM2,MCM3,CRCP,PRIM1	1.037141808	GOCC_DNA_POLYMERASE_COMPLEX
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	0.091872792	0.240020915	0.28201335	0.465724087	1.358566633	22	GBF1,TFG,AP1AR,SEC16A,TMED2,KLHL12,PPP6C,SAR1B,ARFGAP3,CSNK1D,WIPI1,CUL3,CEP19,SEC16B	1.036813088	GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	0.091888301	0.240020915	0.287805131	0.315728129	1.225452519	82	ZIC1,KAT7,CCT6A,TPR,EIF2AK3,TCP1,SESN2,BAG3,UBR5,ECT2,CD2AP,ZC3H12A,YAP1,SMAD3,NMD3,MAVS,TFRC,PLK1,PARP1,PARP9,CDH1,LIF,RAN,HSP90AB1	1.03673978	GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586	0.092258144	0.240809394	0.287805131	0.382099387	1.277866967	43	EGFR,AHRR,NCOA7,EP300,GCLC,NRIP1,NF1,RAF1,AHR,KRAS,E2F1,CDK2	1.034995285	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS	0.092579733	0.241467331	0.287805131	0.281961689	1.177638683	136	FIP1L1,LACTB2,KHNYN,AGO2,CSTF2,DIS3L,PPP1R8,EXO1,TSR1,DIS3,RNASEH1,XRN2,CPSF7,ENDOU,ZC3H12A,NOP9,BMS1,ISG20L2,ZC3H12C,UTP20,XRN1,PDE12,PNPT1,TSNAX,CNOT7,ERI1,CPSF2,NCBP1,HELZ2,DICER1,DROSHA,SLFN13,EXOSC10,DBR1,CPSF6,NOP14,NUDT21	1.033484078	GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS
GOMF_SUMO_BINDING	0.092651757	0.241467331	0.266350657	0.515845511	1.368178156	16	HERC2,CBX4,UBA2,RNF4,CASP8AP2,USP25	1.03314634	GOMF_SUMO_BINDING
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	0.092680643	0.241467331	0.287805131	0.258253254	1.148009505	209	PAX6,AMOTL2,DLG1,CDC42BPB,OPHN1,MAP7,CYP26B1,GPSM2,RND3,GSK3B,ARHGEF11,PARD6B,CKAP5,GBF1,RAB11FIP2,SIPA1L3,MAD2L1,WWC1,GOLPH3,DLG5,ROCK2,RHOF,ARFGEF1,PTK2,PDCD6IP,WEE1,LHX2,RICTOR,MARK2,ARHGAP35,TRAF3IP2,ROCK1,DOCK7,SAPCD2,PARD3B,FBXW11,SLC9A1,CLASP2,PARD3,KIF20B,LLGL1,ACTR2,TTC8,BRSK2,RUFY3,RND1,PRKCZ,LLGL2,KRIT1,KIF2C,PLK1,SCRIB,MPP7,SPDL1,FSCN2,ZW10,EZR,ARF4,CYTH3,NDEL1,WNT7B,SHTN1,NDC80,CAMSAP3,OOEP,RHOBTB2,HTT,CLASP1	1.033010963	GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY
GOBP_TRANSPORT_ALONG_MICROTUBULE	0.09359242	0.243231825	0.287805131	0.281143352	1.168652675	148	HAP1,OPA1,ARHGAP21,LRPPRC,SSX2IP,KIF5B,BAG3,APP,KIF3B,DYNC1H1,SUN1,MAP2,TTC26,KLC3,SYBU,FBXW11,KIF3A,RAB6A,KIF4A,AP3D1,RAB27B,KIF1A,STAU2,COPG1,PRKCZ,IFT57,SPAST,SYNE2,COPG2,TRAK1,KIF1B,HIF1A,SFPQ,HNRNPU,RAB21,KIF1C,SPG11,NDEL1,RHOT1,TMEM201,DYNC1I1,AGBL4,CAMSAP3,HTT	1.028759322	GOBP_TRANSPORT_ALONG_MICROTUBULE
PID_P53_REGULATION_PATHWAY	0.093598243	0.243231825	0.287805131	0.360962965	1.293068306	56	EP300,GSK3B,CREBBP,HUWE1,CCNA2,CHEK1,HIPK2,YY1,DYRK2,MAPK9,ATR,RCHY1,CDK2,CSE1L,FBXO11,USP7	1.028732303	PID_P53_REGULATION_PATHWAY
GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY	0.094105527	0.244281258	0.287805131	0.45979821	1.41583345	27	TAF4,TAF2,TAF7L,CAND1,TAF13,DR1,TAF7,TAF1,PSMC6,ATF7IP	1.026384869	GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY
GOBP_AXIS_SPECIFICATION	0.094425622	0.245005246	0.287805131	0.319193004	1.214848296	77	PAX6,STIL,COBL,C2CD3,FRS2,NOTCH2,LHX1,WNT3,EPB41L5,TDRD7,TDRD5,TDRKH,BCOR,PKD1L1,TTC8,AURKA,AHI1,TMED2,CITED2,RNF2	1.024910145	GOBP_AXIS_SPECIFICATION
REACTOME_INSULIN_PROCESSING	0.094594595	0.245184749	0.271288555	0.462028892	1.341824377	21	EXOC8,KIF5B,EXOC5,MYRIP,SLC30A6,EXOC7,SLC30A5,EXOC1,EXOC2,STX1A,EXOC3,KIF5A	1.02413368	REACTOME_INSULIN_PROCESSING
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE	0.094626638	0.245184749	0.287805131	0.534267858	1.417039784	16	RB1CC1,WDR45B,ATG2B,ATG9B,ATG14,ATG2A,ATG5,ULK2,RAB7A,WIPI1	1.02398659	GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE
GOBP_HISTONE_H3_K9_METHYLATION	0.094986149	0.245936358	0.287805131	0.401726974	1.322561358	36	BRCA1,ASH1L,DNMT1,DNMT3B,ARID4B,RIF1,SUV39H2,SETD5,PRDM5,ZNF274,KDM3A,PRDM12,ATRX,EHMT1,SUV39H1,KDM4A,ARID4A,MECOM,KDM4D,SETDB1,ZNF304	1.022339721	GOBP_HISTONE_H3_K9_METHYLATION
GOBP_NCRNA_CATABOLIC_PROCESS	0.094986149	0.245936358	0.287805131	0.401846505	1.322954875	36	NSUN2,DIS3L,DIS3,ZC3H12A,ZCCHC8,XRN1,ZSWIM8,PNPT1,DICER1,DROSHA,SLFN13,EXOSC10,RBM7	1.022339721	GOBP_NCRNA_CATABOLIC_PROCESS
GOMF_TRNA_METHYLTRANSFERASE_ACTIVITY	0.095046417	0.246002492	0.287805131	0.423897159	1.348595901	31	NSUN2,TARBP1,TRMT10A,THUMPD3,TRMT1L,TRMT11,TRMT10C,TRMT61B,NSUN3,FTSJ1,TRMT2B,METTL2A	1.022064249	GOMF_TRNA_METHYLTRANSFERASE_ACTIVITY
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	0.095394737	0.246633692	0.266350657	0.478405318	1.37944965	20	ARFGEF3,ARFGEF2,GBF1,ARFGEF1	1.020475586	GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	0.095394737	0.246633692	0.266350657	0.478678786	1.380238178	20	RIOK3,NPLOC4,ANKRD17,PUM1	1.020475586	GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR	0.095458393	0.246708228	0.287805131	0.317846624	1.238655947	92	C2CD3,CEP295,CEP104,SASS6,MIB1,KIF3B,TTC26,EVC,CEP192,CEP97,TMEM67,TUBE1,KIF3A,BBS7,TULP3,TTC8,IFT57,RAB23,IFT80,CEP76,KIAA0753,TRAPPC11,IFT81,ARL13B,LZTFL1,INPP5E,EFCAB7,IQCE,WDR35,ARL6,WDR19,BBS10,TMEM231,SCLT1,CEP44,CEP19,EVC2,BBS1,RPGRIP1L,TCTN2,DYNC2H1	1.020185882	WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR
GOBP_DENDRITIC_SPINE_MORPHOGENESIS	0.095540537	0.246721126	0.287805131	0.346956748	1.250038439	57	TANC2,LRP8,DHX36,SIPA1L1,WASL,CAPRIN1,ACTR2,SRCIN1,RELN,KIF1A,STAU2,PRMT3,ARHGAP44,DIP2A	1.019812322	GOBP_DENDRITIC_SPINE_MORPHOGENESIS
REACTOME_SIGNALING_BY_WNT_IN_CANCER	0.095674853	0.246907343	0.287805131	0.409534379	1.3154926	33	GSK3B,PPP2R1B,TNKS2,APC,WNT3A,CTBP2,FZD6,LRP5,PPP2R5A,LRP6,AXIN1,TNKS,AMER1,PPP2R5B,PPP2R5E,TCF7L2	1.019202197	REACTOME_SIGNALING_BY_WNT_IN_CANCER
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	0.096193326	0.247703933	0.287805131	0.366962224	1.291579058	53	HCFC1,MED1,GLUD2,CREBBP,NCOA2,USP46,ALAS1,TFB2M,TGS1,NCOA1,NR1D1,NCOA6,HELZ2,GABPA,TBL1XR1,CRTC3	1.016855059	REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS
GOMF_ANION_CHANNEL_ACTIVITY	0.096253862	0.247769753	0.287805131	0.333970939	1.244913459	68	CLCN4,LRRC8E,GABRR2,CLCN2,CLCC1,ANO8,GPR89A,CLCN3,GLRB,LRRC8B,CLDN4,BEST2,GPR89B,ANO6,BEST3,GABRQ,GABRG3,CLCN6,CLCN7,CLIC5,SLC26A7,ANO9,LRRC8A,GABRA3,SLC26A8	1.016581834	GOMF_ANION_CHANNEL_ACTIVITY
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.096385542	0.248018591	0.252961123	0.527742453	1.397038434	15	EP300,CREBBP,SIKE1,MAVS,TRAF3,TRIM25,TBK1	1.015988105	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY
WP_SPHINGOLIPID_METABOLISM_OVERVIEW	0.096428571	0.248026276	0.276500599	0.453670861	1.34346872	23	SGPP2,SPTLC1,CERS2,CERS3,SGMS2,DEGS1,SGMS1,UGT8,GDF1,KDSR,CERS4	1.015794267	WP_SPHINGOLIPID_METABOLISM_OVERVIEW
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.096458553	0.248026276	0.287805131	0.462706537	1.405746119	25	FOXM1,PPP2R1B,WEE1,CCNA2,CDK2,CDC25A,PKMYT1,PLK1,CDC25B,CCNB1,XPO1,CCNB2,PPME1,CCNA1,CDK1	1.015659257	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	0.096525097	0.248107324	0.287857117	0.398796131	1.305432381	34	EIF4G2,MAPK6,LRP8,DHX36,DLG5,FMR1,CAPRIN1,ACTR2,RELN,STAU2	1.015359755	GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT
GOMF_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY	0.097317068	0.249251938	0.287805131	0.401094261	1.320478348	36	TAF4,TAF2,TAF7L,GTF2H3,TAF13,DR1,TAF7,SNAPC4,GTF2A1,TAF1	1.011810984	GOMF_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	0.097400916	0.249273154	0.287805131	0.264049842	1.155864934	201	AKIRIN1,CEP135,ANLN,HAP1,EPHA2,AUTS2,PIK3CA,COBL,TWF1,CENPJ,RDX,USP6NL,GSK3B,NCKAP1,MTOR,RAB3IP,KLF5,CCP110,WASL,APC,ATP8B1,TBC1D20,RAB5A,ARHGAP35,CEP97,FMR1,YAP1,MCIDAS,C15orf62,ATMIN,EPS8L2,PFN2,MPHOSPH9,PLXNB3,ACTR2,RP1,SRGAP2C,STAU2,OCLN,ARHGAP44,SYNE2,DMTN,ODF2,RABGAP1,DCDC2,KIF24,HRG,FXR1,TACSTD2	1.011436957	GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY
GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE	0.097484277	0.249284134	0.257206466	0.510748142	1.383446513	17	MFN2,STX17,WDR45B,LRBA,ATG9B,TRAPPC8	1.011065426	GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE
BIOCARTA_G1_PATHWAY	0.097744361	0.249341395	0.28201335	0.432597744	1.3446672	28	GSK3B,CCNE1,E2F1,SMAD3,ATR,CDK2,CDC25A,TFDP1,DHFR,HDAC1,SKP2,CCNA1,CDK1,CDK6,RB1,ATM	1.009908289	BIOCARTA_G1_PATHWAY
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	0.097744361	0.249341395	0.28201335	0.431749081	1.342029255	28	DHX36,SF3B4,NUP98,CDC73,RBMXL1,NCBP1,NCL,TRA2A,SNW1,NUDT21,THRAP3,NCBP2,TRA2B,RBM3	1.009908289	GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE	0.098252665	0.250367582	0.287805131	0.380722063	1.301251398	45	STAM,VPS13D,PIK3R4,PTPN23,GCC2,GGA3,AP3D1,HGS,SORT1,SNX16,VPS13C,VPS13A,CACNG4,NEDD4,VPS37A,LAMP2,SMURF1	1.007655662	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	0.098360656	0.250462576	0.261663522	0.485399684	1.366624373	19	CTPS1,GMPS,MTOR,PPAT,CMPK1,CAD,GART,PAICS	1.007178585	GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	0.098939929	0.251570653	0.271288555	0.452499488	1.319989075	22	CCT6A,TCP1,BRCA2,NIPBL,TERF1,CCT2,ZNF827,CCT5	1.004628404	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME
